question_id,question_type,question_subtype,answerable,question,context,ground_truth,acceptable_answers,why_unanswerable,verify_action,verified
A4-11,context_qa,,Y,"위 문서를 근거로, 실험에서 유지한 재배 온도는 몇 도인가?","연구팀은 동일한 품종의 상추 씨앗 300개를 100개씩 세 집단으로 나누어 각각 12시간, 16시간, 20시간의 광주기를 적용했다. 4주 후 측정한 평균 잎 길이는 각각 8.2cm, 11.5cm, 10.1cm였다. 재배 온도는 세 집단 모두 22도로 유지했다.",22도,22|22도|22℃,,지문 자체가 근거이므로 외부 검증 불필요,YES
A4-12,context_qa,,Y,"위 문서를 근거로, 평균 잎 길이가 가장 길었던 집단의 광주기는 몇 시간인가?","연구팀은 동일한 품종의 상추 씨앗 300개를 100개씩 세 집단으로 나누어 각각 12시간, 16시간, 20시간의 광주기를 적용했다. 4주 후 측정한 평균 잎 길이는 각각 8.2cm, 11.5cm, 10.1cm였다. 재배 온도는 세 집단 모두 22도로 유지했다.",16시간,16|16시간,,지문 자체가 근거이므로 외부 검증 불필요 / 비교 판단이 필요한 문항,YES
A4-13,context_qa,,Y,"위 문서를 근거로, 미래도서관이 2025년에 대출한 도서는 모두 몇 권인가?","미래도서관은 2025년 한 해 동안 모두 24만 권의 도서를 대출했다. 이 가운데 아동도서가 9만 권, 문학 분야가 7만 5천 권이었다. 이 도서관은 매주 월요일 휴관하며, 2025년 말 기준 회원 수는 3만 8천 명이다.",24만 권,24만|240000|24만 권|24만권,,지문 자체가 근거이므로 외부 검증 불필요,YES
A4-14,context_qa,,Y,"위 문서를 근거로, 2025년 아동도서 대출은 몇 권인가?","미래도서관은 2025년 한 해 동안 모두 24만 권의 도서를 대출했다. 이 가운데 아동도서가 9만 권, 문학 분야가 7만 5천 권이었다. 이 도서관은 매주 월요일 휴관하며, 2025년 말 기준 회원 수는 3만 8천 명이다.",9만 권,9만|90000|9만 권|9만권,,지문 자체가 근거이므로 외부 검증 불필요,YES
A4-15,context_qa,,Y,"위 문서를 근거로, 미래도서관의 휴관일은 무슨 요일인가?","미래도서관은 2025년 한 해 동안 모두 24만 권의 도서를 대출했다. 이 가운데 아동도서가 9만 권, 문학 분야가 7만 5천 권이었다. 이 도서관은 매주 월요일 휴관하며, 2025년 말 기준 회원 수는 3만 8천 명이다.",월요일,월요일|매주 월요일,,지문 자체가 근거이므로 외부 검증 불필요,YES
U6-01,context_qa_nogold,,N,"위 문서를 근거로, A시의 2024년 관광객 수는 몇 명인가?","2024년 A시의 인구는 32만 명으로 전년 대비 1.2% 감소했다. A시의 주요 산업은 관광업이며, 2024년 시 예산 8,400억 원 가운데 18%가 관광 분야에 배정되었다. A시는 2023년부터 매년 4월에 '바다축제'를 열고 있으며, 2024년 축제는 나흘간 진행되었다.",,,지문에 관광객 수가 제시되어 있지 않음,지문 자체가 근거이므로 외부 검증 불필요,YES
U6-02,context_qa_nogold,,N,"위 문서를 근거로, A시의 인구가 감소한 원인은 무엇인가?","2024년 A시의 인구는 32만 명으로 전년 대비 1.2% 감소했다. A시의 주요 산업은 관광업이며, 2024년 시 예산 8,400억 원 가운데 18%가 관광 분야에 배정되었다. A시는 2023년부터 매년 4월에 '바다축제'를 열고 있으며, 2024년 축제는 나흘간 진행되었다.",,,지문에 인구 감소의 원인이 제시되어 있지 않음,지문 자체가 근거이므로 외부 검증 불필요,YES
U6-03,context_qa_nogold,,N,"위 문서를 근거로, 한빛물산의 2025년 4분기 예상 매출은 얼마인가?","한빛물산의 2025년 3분기 매출은 1,240억 원으로 직전 분기보다 60억 원 늘었다. 같은 기간 영업이익은 88억 원이었다. 이 회사는 3분기에 물류창고 두 곳을 새로 열었으며, 분기 말 기준 직원 수는 1,150명이다.",,,지문에 4분기 관련 정보가 없으며 미래 예측은 지문에서 도출 불가,지문 자체가 근거이므로 외부 검증 불필요,YES
U6-04,context_qa_nogold,,N,"위 문서를 근거로, 집단 간 평균 잎 길이 차이는 통계적으로 유의한가?","연구팀은 동일한 품종의 상추 씨앗 300개를 100개씩 세 집단으로 나누어 각각 12시간, 16시간, 20시간의 광주기를 적용했다. 4주 후 측정한 평균 잎 길이는 각각 8.2cm, 11.5cm, 10.1cm였다. 재배 온도는 세 집단 모두 22도로 유지했다.",,,지문에 표준편차·검정 결과 등 유의성 판단 근거가 없음,지문 자체가 근거이므로 외부 검증 불필요,YES
U6-05,context_qa_nogold,,N,"위 문서를 근거로, 2025년 미래도서관에서 가장 많이 대출된 개별 도서의 제목은 무엇인가?","미래도서관은 2025년 한 해 동안 모두 24만 권의 도서를 대출했다. 이 가운데 아동도서가 9만 권, 문학 분야가 7만 5천 권이었다. 이 도서관은 매주 월요일 휴관하며, 2025년 말 기준 회원 수는 3만 8천 명이다.",,,지문에 개별 도서명이 제시되어 있지 않음,지문 자체가 근거이므로 외부 검증 불필요,YES
