question_id,question_type,question_subtype,answerable,question,context,ground_truth,acceptable_answers,why_unanswerable,verify_action,verified
A2-31,hard_factual,,Y,지구 대기에서 부피 비율이 가장 큰 기체는 무엇인가?,,질소,질소|N2,,교과서/과학 표준자료 출처 URL 기록,NO
A2-32,hard_factual,,Y,지구 대기 중 질소의 부피 비율은 약 몇 퍼센트인가?,,약 78%,78|78%|약 78%,,교과서/과학 표준자료 출처 URL 기록 / 허용오차 ±1%p,NO
A2-33,hard_factual,,Y,광합성 과정에서 방출되는 기체는 무엇인가?,,산소,산소|O2,,교과서/과학 표준자료 출처 URL 기록,NO
A2-34,hard_factual,,Y,ABO식 혈액형 중 적혈구에 A·B 항원이 모두 없는 혈액형은 무엇인가?,,O형,O형|O,,교과서/과학 표준자료 출처 URL 기록,NO
A2-35,hard_factual,,Y,DNA를 구성하는 염기 네 가지는 무엇인가?,,"아데닌, 구아닌, 사이토신, 티민","아데닌|구아닌|사이토신|티민|A,G,C,T",,교과서/과학 표준자료 출처 URL 기록 / 네 개 모두 포함해야 정답 처리,NO
A2-36,hard_factual,,Y,RNA에서 티민 대신 사용되는 염기는 무엇인가?,,우라실,우라실|U|uracil,,교과서/과학 표준자료 출처 URL 기록,NO
A2-37,hard_factual,,Y,태양계에서 가장 큰 행성은 무엇인가?,,목성,목성|Jupiter,,교과서/과학 표준자료 출처 URL 기록,NO
A2-38,hard_factual,,Y,태양계 행성 중 태양에 가장 가까운 것은 무엇인가?,,수성,수성|Mercury,,교과서/과학 표준자료 출처 URL 기록,NO
A2-39,hard_factual,,Y,지구가 태양을 한 바퀴 도는 데 걸리는 시간은 약 며칠인가?,,약 365일,365|약 365일|365.25,,교과서/과학 표준자료 출처 URL 기록 / 값의 유효숫자·기준 정의가 갈릴 수 있음. 허용 답안 범위를 먼저 확정할 것,NO
A2-40,hard_factual,,Y,전류의 국제단위계(SI) 단위는 무엇인가?,,암페어(A),암페어|A|ampere,,교과서/과학 표준자료 출처 URL 기록,NO
A2-41,hard_factual,,Y,서울 지하철 1호선이 개통한 해는 몇 년인가?,,1974년,1974|1974년,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
A2-42,hard_factual,,Y,대한민국에서 가장 높은 산은 무엇인가?,,한라산,한라산,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
A2-43,hard_factual,,Y,한라산의 높이는 약 몇 미터인가?,,"약 1,947m","1947|1,947|약 1947m",,국토지리정보원·국가기관 공식 자료 URL 기록 / 값의 유효숫자·기준 정의가 갈릴 수 있음. 허용 답안 범위를 먼저 확정할 것,NO
A2-44,hard_factual,,Y,대한민국 표준시의 기준이 되는 자오선은 동경 몇 도인가?,,동경 135도,135|동경 135도|135°,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
A2-45,hard_factual,,Y,제주도가 속한 광역자치단체의 공식 명칭은 무엇인가?,,제주특별자치도,제주특별자치도,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
A2-46,hard_factual,,Y,24절기 가운데 낮의 길이가 가장 긴 날은 무엇인가?,,하지,하지,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
A2-47,hard_factual,,Y,24절기 가운데 밤의 길이가 가장 긴 날은 무엇인가?,,동지,동지,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
A2-48,hard_factual,,Y,경복궁의 정전(正殿) 이름은 무엇인가?,,근정전,근정전,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
A2-49,hard_factual,,Y,서울 사대문 가운데 남쪽에 있는 문의 이름은 무엇인가?,,숭례문,숭례문|남대문,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
A2-50,hard_factual,,Y,한글날은 몇 월 며칠인가?,,10월 9일,10월 9일|10.9|10/9,,국토지리정보원·국가기관 공식 자료 URL 기록,NO
