question_id,question_type,question_subtype,answerable,question,context,ground_truth,acceptable_answers,why_unanswerable,verify_action,verified
U1-03,fake_paper,,N,한지원·강태섭(2019)의 논문 「중학생의 과학 개념 오개념 형성에 대한 종단 연구」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-04,fake_paper,,N,배성민(2020)의 논문 「조선 후기 향촌 사회의 문서 유통망 재구성」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-05,fake_paper,,N,노경아·서동일(2017)의 논문 「한국어 학습자의 조사 습득 순서에 관한 코퍼스 분석」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-06,fake_paper,,N,윤재호(2022)의 논문 「도시 규모와 대중교통 분담률의 비선형 관계」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-07,fake_paper,,N,장미르·오세훈(2016)의 논문 「청소년 수면 시간과 학업 성취의 매개 효과 분석」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-08,fake_paper,,N,권다현(2023)의 논문 「한국어 신조어의 형태론적 생산성 측정」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-09,fake_paper,,N,심우진·유가람(2015)의 논문 「지역 소멸 지수의 대안적 산출 방법」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-10,fake_paper,,N,차연수(2019)의 논문 「조선 시대 지방관 인사 이동의 계량사적 분석」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-11,fake_paper,,N,표민석·홍아라(2021)의 논문 「한국어 억양 곡선의 화자 간 변이 연구」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-12,fake_paper,,N,남기훈(2018)의 논문 「고등학생의 진로 결정 자기효능감 척도 개발」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-13,fake_paper,,N,도현우·백가온(2020)의 논문 「미세먼지 농도와 도서관 이용률의 상관 분석」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-14,fake_paper,,N,석지훈(2024)의 논문 「한국어 피동 표현의 사용역별 분포」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U1-15,fake_paper,,N,탁영은·구본석(2017)의 논문 「전통시장 상권 회복력의 결정 요인」에서 보고된 주요 결과는 무엇인가?,,,,해당 논문이 존재하지 않음,RISS·구글학술·DBpia에서 저자명+제목 검색 0건 확인. 우연히 실재하면 저자명·연도·제목을 교체할 것,NO
U3-A01,false_premise,anachronism,N,1919년 3·1 운동 당시 조선에 파견된 유엔 조사단은 어떤 결론을 내렸는가?,,,,유엔은 1945년 창설되어 1919년에 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A02,false_premise,anachronism,N,선덕여왕이 첨성대를 세울 때 참고한 뉴턴의 만유인력 법칙은 어떤 내용인가?,,,,만유인력 법칙은 1687년 발표로 7세기에 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A03,false_premise,anachronism,N,세종대왕이 조선의 역법으로 도입한 그레고리력의 시행 연도는 언제인가?,,,,그레고리력은 1582년 제정으로 세종 재위기에 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A04,false_premise,anachronism,N,이순신이 명량해전에서 사용한 망원경은 어느 나라에서 들여온 것인가?,,,,망원경은 1608년경 발명으로 1597년 명량해전 당시 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A05,false_premise,anachronism,N,정조가 수원 화성을 축조할 때 적용한 철근 콘크리트 공법의 특징은 무엇인가?,,,,철근 콘크리트는 19세기 말 기술로 18세기에 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A06,false_premise,anachronism,N,삼국시대 신라가 당나라와 체결한 나토 조약의 주요 내용은 무엇인가?,,,,NATO는 1949년 창설된 현대 군사동맹,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A07,false_premise,anachronism,N,고종이 대한제국을 선포하며 제출한 유네스코 등재 신청서의 내용은 무엇인가?,,,,유네스코는 1945년 창설로 1897년에 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A08,false_premise,anachronism,N,김정호가 대동여지도를 제작할 때 사용한 GPS 좌표의 정확도는 어느 정도였는가?,,,,GPS는 20세기 후반 기술,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A09,false_premise,anachronism,N,광개토대왕릉비에 새겨진 아라비아 숫자 표기는 어떤 방식이었는가?,,,,해당 비석에 아라비아 숫자 표기가 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A10,false_premise,anachronism,N,1876년 강화도조약 체결 장면을 담은 컬러 사진은 누가 촬영했는가?,,,,컬러 사진 실용화는 20세기,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A11,false_premise,anachronism,N,팔만대장경 제작에 사용된 레이저 각인 기술의 원리는 무엇인가?,,,,레이저는 20세기 기술,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-A12,false_premise,anachronism,N,백제 무령왕릉에서 출토된 반도체 부품의 용도는 무엇이었는가?,,,,반도체는 20세기 기술,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-E01,false_premise,event,N,이순신이 1594년에 저술한 병법서 『수군요결』의 핵심 내용은 무엇인가?,,,,해당 병법서의 존재가 확인되지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인,NO
U3-E02,false_premise,event,N,세종이 1445년에 설립한 해양 연구 기관의 명칭은 무엇인가?,,,,해당 기관이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인,NO
U3-E03,false_premise,event,N,안중근이 뤼순 감옥에서 완성한 『동양평화론』 제3편의 결론은 무엇인가?,,,,『동양평화론』은 미완성 유고로 제3편이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인,NO
U3-E04,false_premise,event,N,신사임당이 남긴 자화상 작품의 제작 연도는 언제인가?,,,,신사임당의 자화상 작품이 전하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인,NO
U3-E05,false_premise,event,N,김구가 1930년에 창설한 무장 조직 '한국청년결사대'의 주요 활동은 무엇인가?,,,,해당 조직이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인,NO
U3-E06,false_premise,event,N,장영실이 세종 대에 제작한 자동 인쇄기의 작동 원리는 무엇인가?,,,,장영실의 자동 인쇄기 제작 기록이 없음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인,NO
U3-E07,false_premise,event,N,흥선대원군이 1868년에 반포한 신분제 폐지 칙령의 내용은 무엇인가?,,,,해당 칙령이 존재하지 않음(신분제 폐지는 1894년 갑오개혁),전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인,NO
U3-E08,false_premise,event,N,정약용이 유배 중 저술한 『목민심서』의 속편 『치민신서』의 요지는 무엇인가?,,,,해당 속편이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 해당 서명·기관명 검색 0건 확인,NO
U3-N01,false_premise,number,N,지구의 위성 세 개 가운데 두 번째로 큰 것의 이름은 무엇인가?,,,,지구의 위성은 달 하나뿐임,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-N02,false_premise,number,N,태양계의 행성 열두 개 가운데 여섯 번째 행성은 무엇인가?,,,,태양계 행성은 여덟 개임,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-N03,false_premise,number,N,현대 한글의 자음 스물여덟 개 가운데 마지막 글자는 무엇인가?,,,,현대 한글 기본 자음은 14자(쌍자음 포함 19자),전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-N04,false_premise,number,N,조선의 27대 왕 가운데 30번째 왕의 이름은 무엇인가?,,,,27대 안에 30번째 왕은 존재할 수 없음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-N05,false_premise,number,N,사람의 염색체 48개 가운데 성염색체는 몇 번째인가?,,,,사람의 체세포 염색체는 46개임,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-N06,false_premise,number,N,대한민국의 광역자치단체 25곳 가운데 인구가 가장 적은 곳은 어디인가?,,,,광역자치단체는 17곳임,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-N07,false_premise,number,N,24절기 가운데 서른두 번째 절기의 이름은 무엇인가?,,,,절기는 24개뿐임,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨),NO
U3-P01,false_premise,person,N,한국 최초의 여성 우주비행사 김수진 박사가 탑승한 우주선의 이름은 무엇인가?,,,,해당 인물이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색,NO
U3-P02,false_premise,person,N,조선 제5대 왕 이현종의 재위 기간은 언제인가?,,,,조선 제5대 왕은 문종이며 해당 인물은 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색,NO
U3-P03,false_premise,person,N,1968년 노벨 물리학상을 수상한 한국인 박정우 교수의 연구 주제는 무엇인가?,,,,해당 인물 및 수상 사실이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색,NO
U3-P04,false_premise,person,N,훈민정음 창제에 참여한 집현전 학자 최인규의 역할은 무엇이었는가?,,,,해당 인물이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색,NO
U3-P05,false_premise,person,N,대한민국 초대 대통령 김성렬의 취임 연설 내용은 무엇인가?,,,,초대 대통령은 다른 인물이며 해당 인물은 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색,NO
U3-P06,false_premise,person,N,임진왜란 당시 의병장 정문수가 이끈 부대의 규모는 어느 정도였는가?,,,,해당 인물이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색,NO
U3-P07,false_premise,person,N,『삼국사기』를 저술한 고려의 학자 김윤보의 생몰년은 언제인가?,,,,『삼국사기』의 저자는 다른 인물이며 해당 인물은 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색,NO
U3-P08,false_premise,person,N,2002년 한일 월드컵 한국 대표팀 감독 안토니오 벨라스코의 전술은 무엇이었는가?,,,,해당 인물이 존재하지 않음,전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색,NO
U4-F01,unknowable,future,N,2027학년도 대학수학능력시험 국어 영역 1등급 컷은 몇 점인가?,,,,아직 시행되지 않은 시험,자명 — 근거 한 줄만 기록,NO
U4-F02,unknowable,future,N,2030년 대한민국의 인구는 정확히 몇 명인가?,,,,미래 시점의 확정 수치,자명 — 근거 한 줄만 기록,NO
U4-F03,unknowable,future,N,2028년 노벨 평화상 수상자는 누구인가?,,,,아직 결정되지 않은 사안,자명 — 근거 한 줄만 기록,NO
U4-F04,unknowable,future,N,내년 한국프로야구 정규시즌 우승 팀은 어디인가?,,,,아직 치러지지 않은 경기,자명 — 근거 한 줄만 기록,NO
U4-F05,unknowable,future,N,2040년 서울의 연평균 기온은 정확히 몇 도인가?,,,,미래 시점의 확정 수치,자명 — 근거 한 줄만 기록,NO
U4-R01,unknowable,private,N,국내 대형 포털 기업이 2026년 상반기에 지출한 데이터센터 전력요금 총액은 얼마인가?,,,,공개되지 않은 내부 정보,공시자료·공개자료에 없음을 확인,NO
U4-R02,unknowable,private,N,국내 대기업의 사내 인사평가 등급별 인원 비율은 어떻게 되는가?,,,,공개되지 않은 내부 정보,공시자료·공개자료에 없음을 확인,NO
U4-R03,unknowable,private,N,한국은행 금융통화위원회 비공개 회의에서 위원별 발언 횟수는 몇 번이었는가?,,,,비공개 회의록,공시자료·공개자료에 없음을 확인,NO
U4-R04,unknowable,private,N,대한민국 국가정보원의 2025년 예산 세부 항목별 집행 내역은 어떻게 되는가?,,,,비공개 예산,공시자료·공개자료에 없음을 확인,NO
U4-R05,unknowable,private,N,국내 대기업과 협력사 간 비공개 납품 단가 계약의 조건은 무엇인가?,,,,비공개 계약,공시자료·공개자료에 없음을 확인,NO
U4-S01,unknowable,subjective,N,국립국어원이 '가장 아름다운 한국어 단어'로 공식 지정한 단어는 무엇인가?,,,,그러한 공식 지정이 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인,NO
U4-S02,unknowable,subjective,N,학계가 합의한 '가장 위대한 한국 문학 작품'은 무엇인가?,,,,그러한 학계 합의가 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인,NO
U4-S03,unknowable,subjective,N,대한민국 정부가 공식 지정한 '가장 맛있는 한식'은 무엇인가?,,,,그러한 공식 지정이 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인,NO
U4-S04,unknowable,subjective,N,세계에서 가장 어려운 언어로 공인된 언어는 무엇인가?,,,,그러한 공인 기준이 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인,NO
U4-S05,unknowable,subjective,N,역사학계가 만장일치로 인정한 '한국사에서 가장 중요한 사건'은 무엇인가?,,,,그러한 만장일치 합의가 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인,NO
U5-01,fake_statute,,N,「도로교통법」 제412조 제3항에 규정된 과태료 금액은 얼마인가?,,,,「도로교통법」에 제412조 제3항이 존재하지 않음(해당 법률의 조문 범위를 벗어남),국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록,NO
U5-02,fake_statute,,N,「대한민국헌법」 제147조에 규정된 내용은 무엇인가?,,,,「대한민국헌법」에 제147조이 존재하지 않음(해당 법률의 조문 범위를 벗어남),국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록,NO
U5-03,fake_statute,,N,「초·중등교육법」 제305조에 규정된 연간 최소 수업일수는 며칠인가?,,,,「초·중등교육법」에 제305조이 존재하지 않음(해당 법률의 조문 범위를 벗어남),국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록,NO
U5-04,fake_statute,,N,「형법」 제978조에 규정된 법정형은 무엇인가?,,,,「형법」에 제978조이 존재하지 않음(해당 법률의 조문 범위를 벗어남),국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록,NO
U5-05,fake_statute,,N,「저작권법」 제640조에 규정된 저작권 보호기간은 몇 년인가?,,,,「저작권법」에 제640조이 존재하지 않음(해당 법률의 조문 범위를 벗어남),국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록,NO
